nohup: ignoring input
[1] order5big_0008: LINEAR (0.0s)  running={'LINEAR': 1}
[238] order5big_1904: THEOREM (60.2s)  running={'LINEAR': 131, 'THEOREM': 98, 'SOLVED_FMB': 9}
[239] order5big_1912: LINEAR (0.0s)  running={'LINEAR': 132, 'THEOREM': 98, 'SOLVED_FMB': 9}
[240] order5big_1920: LINEAR (0.0s)  running={'LINEAR': 133, 'THEOREM': 98, 'SOLVED_FMB': 9}
[241] order5big_1928: THEOREM (72.5s)  running={'LINEAR': 133, 'THEOREM': 99, 'SOLVED_FMB': 9}
[242] order5big_1936: THEOREM (60.2s)  running={'LINEAR': 133, 'THEOREM': 100, 'SOLVED_FMB': 9}
[243] order5big_1944: LINEAR (0.0s)  running={'LINEAR': 134, 'THEOREM': 100, 'SOLVED_FMB': 9}
[244] order5big_1952: LINEAR (0.0s)  running={'LINEAR': 135, 'THEOREM': 100, 'SOLVED_FMB': 9}
[245] order5big_1960: LINEAR (0.0s)  running={'LINEAR': 136, 'THEOREM': 100, 'SOLVED_FMB': 9}
[246] order5big_1968: LINEAR (0.0s)  running={'LINEAR': 137, 'THEOREM': 100, 'SOLVED_FMB': 9}
[247] order5big_1976: LINEAR (0.0s)  running={'LINEAR': 138, 'THEOREM': 100, 'SOLVED_FMB': 9}
[248] order5big_1984: THEOREM (60.2s)  running={'LINEAR': 138, 'THEOREM': 101, 'SOLVED_FMB': 9}
[249] order5big_1992: LINEAR (0.0s)  running={'LINEAR': 139, 'THEOREM': 101, 'SOLVED_FMB': 9}
[250] order5big_2000: THEOREM (60.3s)  running={'LINEAR': 139, 'THEOREM': 102, 'SOLVED_FMB': 9}
[251] order5big_2008: THEOREM (60.2s)  running={'LINEAR': 139, 'THEOREM': 103, 'SOLVED_FMB': 9}
[252] order5big_2016: THEOREM (60.2s)  running={'LINEAR': 139, 'THEOREM': 104, 'SOLVED_FMB': 9}
[253] order5big_2024: THEOREM (60.2s)  running={'LINEAR': 139, 'THEOREM': 105, 'SOLVED_FMB': 9}
[254] order5big_2032: THEOREM (60.2s)  running={'LINEAR': 139, 'THEOREM': 106, 'SOLVED_FMB': 9}
[255] order5big_2040: LINEAR (0.0s)  running={'LINEAR': 140, 'THEOREM': 106, 'SOLVED_FMB': 9}
[256] order5big_2048: LINEAR (0.0s)  running={'LINEAR': 141, 'THEOREM': 106, 'SOLVED_FMB': 9}
[257] order5big_2056: LINEAR (0.0s)  running={'LINEAR': 142, 'THEOREM': 106, 'SOLVED_FMB': 9}
[258] order5big_2064: THEOREM (60.2s)  running={'LINEAR': 142, 'THEOREM': 107, 'SOLVED_FMB': 9}
[259] order5big_2072: THEOREM (60.2s)  running={'LINEAR': 142, 'THEOREM': 108, 'SOLVED_FMB': 9}
[260] order5big_2080: LINEAR (0.0s)  running={'LINEAR': 143, 'THEOREM': 108, 'SOLVED_FMB': 9}
[261] order5big_2088: THEOREM (60.3s)  running={'LINEAR': 143, 'THEOREM': 109, 'SOLVED_FMB': 9}
[262] order5big_2096: LINEAR (0.0s)  running={'LINEAR': 144, 'THEOREM': 109, 'SOLVED_FMB': 9}
[263] order5big_2104: LINEAR (0.0s)  running={'LINEAR': 145, 'THEOREM': 109, 'SOLVED_FMB': 9}
[264] order5big_2112: LINEAR (0.0s)  running={'LINEAR': 146, 'THEOREM': 109, 'SOLVED_FMB': 9}
[265] order5big_2120: THEOREM (60.2s)  running={'LINEAR': 146, 'THEOREM': 110, 'SOLVED_FMB': 9}
[266] order5big_2128: THEOREM (60.2s)  running={'LINEAR': 146, 'THEOREM': 111, 'SOLVED_FMB': 9}
[267] order5big_2136: LINEAR (0.0s)  running={'LINEAR': 147, 'THEOREM': 111, 'SOLVED_FMB': 9}
[268] order5big_2144: THEOREM (60.2s)  running={'LINEAR': 147, 'THEOREM': 112, 'SOLVED_FMB': 9}
[269] order5big_2152: THEOREM (60.2s)  running={'LINEAR': 147, 'THEOREM': 113, 'SOLVED_FMB': 9}
[270] order5big_2160: THEOREM (60.9s)  running={'LINEAR': 147, 'THEOREM': 114, 'SOLVED_FMB': 9}
[271] order5big_2168: LINEAR (0.0s)  running={'LINEAR': 148, 'THEOREM': 114, 'SOLVED_FMB': 9}
[272] order5big_2176: LINEAR (0.0s)  running={'LINEAR': 149, 'THEOREM': 114, 'SOLVED_FMB': 9}
[273] order5big_2184: LINEAR (0.0s)  running={'LINEAR': 150, 'THEOREM': 114, 'SOLVED_FMB': 9}
[274] order5big_2192: THEOREM (0.3s)  running={'LINEAR': 150, 'THEOREM': 115, 'SOLVED_FMB': 9}
[275] order5big_2200: LINEAR (0.0s)  running={'LINEAR': 151, 'THEOREM': 115, 'SOLVED_FMB': 9}
[276] order5big_2208: LINEAR (0.0s)  running={'LINEAR': 152, 'THEOREM': 115, 'SOLVED_FMB': 9}
[277] order5big_2216: LINEAR (0.0s)  running={'LINEAR': 153, 'THEOREM': 115, 'SOLVED_FMB': 9}
[278] order5big_2224: LINEAR (0.0s)  running={'LINEAR': 154, 'THEOREM': 115, 'SOLVED_FMB': 9}
[279] order5big_2232: THEOREM (60.2s)  running={'LINEAR': 154, 'THEOREM': 116, 'SOLVED_FMB': 9}
[280] order5big_2240: LINEAR (0.0s)  running={'LINEAR': 155, 'THEOREM': 116, 'SOLVED_FMB': 9}
[281] order5big_2248: LINEAR (0.0s)  running={'LINEAR': 156, 'THEOREM': 116, 'SOLVED_FMB': 9}
[282] order5big_2256: SOLVED_FMB (12.0s)  running={'LINEAR': 156, 'THEOREM': 116, 'SOLVED_FMB': 10}
[283] order5big_2264: LINEAR (0.0s)  running={'LINEAR': 157, 'THEOREM': 116, 'SOLVED_FMB': 10}
[284] order5big_2272: LINEAR (0.0s)  running={'LINEAR': 158, 'THEOREM': 116, 'SOLVED_FMB': 10}
[285] order5big_2280: THEOREM (60.2s)  running={'LINEAR': 158, 'THEOREM': 117, 'SOLVED_FMB': 10}
[286] order5big_2288: THEOREM (60.6s)  running={'LINEAR': 158, 'THEOREM': 118, 'SOLVED_FMB': 10}
[287] order5big_2296: THEOREM (61.7s)  running={'LINEAR': 158, 'THEOREM': 119, 'SOLVED_FMB': 10}
[288] order5big_2304: LINEAR (0.0s)  running={'LINEAR': 159, 'THEOREM': 119, 'SOLVED_FMB': 10}
[289] order5big_2312: THEOREM (60.2s)  running={'LINEAR': 159, 'THEOREM': 120, 'SOLVED_FMB': 10}
[290] order5big_2320: THEOREM (61.1s)  running={'LINEAR': 159, 'THEOREM': 121, 'SOLVED_FMB': 10}
[291] order5big_2328: THEOREM (60.2s)  running={'LINEAR': 159, 'THEOREM': 122, 'SOLVED_FMB': 10}
[292] order5big_2336: LINEAR (0.0s)  running={'LINEAR': 160, 'THEOREM': 122, 'SOLVED_FMB': 10}
[293] order5big_2344: LINEAR (0.0s)  running={'LINEAR': 161, 'THEOREM': 122, 'SOLVED_FMB': 10}
[294] order5big_2352: THEOREM (60.2s)  running={'LINEAR': 161, 'THEOREM': 123, 'SOLVED_FMB': 10}
[295] order5big_2360: LINEAR (0.0s)  running={'LINEAR': 162, 'THEOREM': 123, 'SOLVED_FMB': 10}
[296] order5big_2368: LINEAR (0.0s)  running={'LINEAR': 163, 'THEOREM': 123, 'SOLVED_FMB': 10}
[297] order5big_2376: LINEAR (0.0s)  running={'LINEAR': 164, 'THEOREM': 123, 'SOLVED_FMB': 10}
[298] order5big_2384: LINEAR (0.0s)  running={'LINEAR': 165, 'THEOREM': 123, 'SOLVED_FMB': 10}
[299] order5big_2392: SOLVED_FMB (2.1s)  running={'LINEAR': 165, 'THEOREM': 123, 'SOLVED_FMB': 11}
[300] order5big_2400: THEOREM (60.1s)  running={'LINEAR': 165, 'THEOREM': 124, 'SOLVED_FMB': 11}
[301] order5big_2408: LINEAR (0.0s)  running={'LINEAR': 166, 'THEOREM': 124, 'SOLVED_FMB': 11}
[302] order5big_2416: LINEAR (0.0s)  running={'LINEAR': 167, 'THEOREM': 124, 'SOLVED_FMB': 11}
[303] order5big_2424: LINEAR (0.0s)  running={'LINEAR': 168, 'THEOREM': 124, 'SOLVED_FMB': 11}
[304] order5big_2432: LINEAR (0.0s)  running={'LINEAR': 169, 'THEOREM': 124, 'SOLVED_FMB': 11}
[305] order5big_2440: THEOREM (60.2s)  running={'LINEAR': 169, 'THEOREM': 125, 'SOLVED_FMB': 11}
[306] order5big_2448: LINEAR (0.0s)  running={'LINEAR': 170, 'THEOREM': 125, 'SOLVED_FMB': 11}
[307] order5big_2456: LINEAR (0.0s)  running={'LINEAR': 171, 'THEOREM': 125, 'SOLVED_FMB': 11}
[308] order5big_2464: THEOREM (62.5s)  running={'LINEAR': 171, 'THEOREM': 126, 'SOLVED_FMB': 11}
[309] order5big_2472: LINEAR (0.0s)  running={'LINEAR': 172, 'THEOREM': 126, 'SOLVED_FMB': 11}
[310] order5big_2480: LINEAR (0.0s)  running={'LINEAR': 173, 'THEOREM': 126, 'SOLVED_FMB': 11}
[311] order5big_2488: THEOREM (60.5s)  running={'LINEAR': 173, 'THEOREM': 127, 'SOLVED_FMB': 11}
[312] order5big_2496: LINEAR (0.0s)  running={'LINEAR': 174, 'THEOREM': 127, 'SOLVED_FMB': 11}
[313] order5big_2504: LINEAR (0.0s)  running={'LINEAR': 175, 'THEOREM': 127, 'SOLVED_FMB': 11}
[314] order5big_2512: LINEAR (0.0s)  running={'LINEAR': 176, 'THEOREM': 127, 'SOLVED_FMB': 11}
[315] order5big_2520: THEOREM (60.5s)  running={'LINEAR': 176, 'THEOREM': 128, 'SOLVED_FMB': 11}
[316] order5big_2528: THEOREM (60.4s)  running={'LINEAR': 176, 'THEOREM': 129, 'SOLVED_FMB': 11}
[317] order5big_2536: THEOREM (60.2s)  running={'LINEAR': 176, 'THEOREM': 130, 'SOLVED_FMB': 11}
[318] order5big_2544: LINEAR (0.0s)  running={'LINEAR': 177, 'THEOREM': 130, 'SOLVED_FMB': 11}
[319] order5big_2552: THEOREM (60.2s)  running={'LINEAR': 177, 'THEOREM': 131, 'SOLVED_FMB': 11}
[320] order5big_2560: THEOREM (60.6s)  running={'LINEAR': 177, 'THEOREM': 132, 'SOLVED_FMB': 11}
[321] order5big_2568: THEOREM (60.4s)  running={'LINEAR': 177, 'THEOREM': 133, 'SOLVED_FMB': 11}
[322] order5big_2576: THEOREM (60.4s)  running={'LINEAR': 177, 'THEOREM': 134, 'SOLVED_FMB': 11}
[323] order5big_2584: LINEAR (0.0s)  running={'LINEAR': 178, 'THEOREM': 134, 'SOLVED_FMB': 11}
[324] order5big_2592: THEOREM (65.2s)  running={'LINEAR': 178, 'THEOREM': 135, 'SOLVED_FMB': 11}
[325] order5big_2600: LINEAR (0.0s)  running={'LINEAR': 179, 'THEOREM': 135, 'SOLVED_FMB': 11}
[326] order5big_2608: THEOREM (71.8s)  running={'LINEAR': 179, 'THEOREM': 136, 'SOLVED_FMB': 11}
[327] order5big_2616: LINEAR (0.0s)  running={'LINEAR': 180, 'THEOREM': 136, 'SOLVED_FMB': 11}
[328] order5big_2624: LINEAR (0.0s)  running={'LINEAR': 181, 'THEOREM': 136, 'SOLVED_FMB': 11}
[329] order5big_2632: LINEAR (0.0s)  running={'LINEAR': 182, 'THEOREM': 136, 'SOLVED_FMB': 11}
[330] order5big_2640: LINEAR (0.0s)  running={'LINEAR': 183, 'THEOREM': 136, 'SOLVED_FMB': 11}
[331] order5big_2648: THEOREM (60.3s)  running={'LINEAR': 183, 'THEOREM': 137, 'SOLVED_FMB': 11}
[332] order5big_2656: LINEAR (0.0s)  running={'LINEAR': 184, 'THEOREM': 137, 'SOLVED_FMB': 11}
[333] order5big_2664: SOLVED_FMB (11.9s)  running={'LINEAR': 184, 'THEOREM': 137, 'SOLVED_FMB': 12}
[334] order5big_2672: THEOREM (60.2s)  running={'LINEAR': 184, 'THEOREM': 138, 'SOLVED_FMB': 12}
[335] order5big_2680: THEOREM (60.3s)  running={'LINEAR': 184, 'THEOREM': 139, 'SOLVED_FMB': 12}
[336] order5big_2688: LINEAR (0.0s)  running={'LINEAR': 185, 'THEOREM': 139, 'SOLVED_FMB': 12}
[337] order5big_2696: LINEAR (0.0s)  running={'LINEAR': 186, 'THEOREM': 139, 'SOLVED_FMB': 12}
[338] order5big_2704: THEOREM (60.2s)  running={'LINEAR': 186, 'THEOREM': 140, 'SOLVED_FMB': 12}
[339] order5big_2712: LINEAR (0.0s)  running={'LINEAR': 187, 'THEOREM': 140, 'SOLVED_FMB': 12}
[340] order5big_2720: LINEAR (0.0s)  running={'LINEAR': 188, 'THEOREM': 140, 'SOLVED_FMB': 12}
[341] order5big_2728: LINEAR (0.0s)  running={'LINEAR': 189, 'THEOREM': 140, 'SOLVED_FMB': 12}
[342] order5big_2736: THEOREM (60.2s)  running={'LINEAR': 189, 'THEOREM': 141, 'SOLVED_FMB': 12}
[343] order5big_2744: LINEAR (0.0s)  running={'LINEAR': 190, 'THEOREM': 141, 'SOLVED_FMB': 12}
[344] order5big_2752: SOLVED_FMB (3.5s)  running={'LINEAR': 190, 'THEOREM': 141, 'SOLVED_FMB': 13}
[345] order5big_2760: LINEAR (0.0s)  running={'LINEAR': 191, 'THEOREM': 141, 'SOLVED_FMB': 13}
[346] order5big_2768: LINEAR (0.0s)  running={'LINEAR': 192, 'THEOREM': 141, 'SOLVED_FMB': 13}
[347] order5big_2776: THEOREM (60.2s)  running={'LINEAR': 192, 'THEOREM': 142, 'SOLVED_FMB': 13}
[348] order5big_2784: THEOREM (60.2s)  running={'LINEAR': 192, 'THEOREM': 143, 'SOLVED_FMB': 13}
[349] order5big_2792: THEOREM (60.2s)  running={'LINEAR': 192, 'THEOREM': 144, 'SOLVED_FMB': 13}
[350] order5big_2800: THEOREM (60.4s)  running={'LINEAR': 192, 'THEOREM': 145, 'SOLVED_FMB': 13}
[351] order5big_2808: THEOREM (60.2s)  running={'LINEAR': 192, 'THEOREM': 146, 'SOLVED_FMB': 13}
[352] order5big_2816: LINEAR (0.0s)  running={'LINEAR': 193, 'THEOREM': 146, 'SOLVED_FMB': 13}
[353] order5big_2824: LINEAR (0.0s)  running={'LINEAR': 194, 'THEOREM': 146, 'SOLVED_FMB': 13}
[354] order5big_2832: LINEAR (0.0s)  running={'LINEAR': 195, 'THEOREM': 146, 'SOLVED_FMB': 13}
[355] order5big_2840: THEOREM (60.2s)  running={'LINEAR': 195, 'THEOREM': 147, 'SOLVED_FMB': 13}
[356] order5big_2848: LINEAR (0.0s)  running={'LINEAR': 196, 'THEOREM': 147, 'SOLVED_FMB': 13}
[357] order5big_2856: THEOREM (60.2s)  running={'LINEAR': 196, 'THEOREM': 148, 'SOLVED_FMB': 13}
[358] order5big_2864: LINEAR (0.0s)  running={'LINEAR': 197, 'THEOREM': 148, 'SOLVED_FMB': 13}
[359] order5big_2872: LINEAR (0.0s)  running={'LINEAR': 198, 'THEOREM': 148, 'SOLVED_FMB': 13}
[360] order5big_2880: SOLVED_FMB (0.3s)  running={'LINEAR': 198, 'THEOREM': 148, 'SOLVED_FMB': 14}
[361] order5big_2888: LINEAR (0.0s)  running={'LINEAR': 199, 'THEOREM': 148, 'SOLVED_FMB': 14}
[362] order5big_2896: THEOREM (60.2s)  running={'LINEAR': 199, 'THEOREM': 149, 'SOLVED_FMB': 14}
[363] order5big_2904: LINEAR (0.0s)  running={'LINEAR': 200, 'THEOREM': 149, 'SOLVED_FMB': 14}
[364] order5big_2912: THEOREM (60.3s)  running={'LINEAR': 200, 'THEOREM': 150, 'SOLVED_FMB': 14}
[365] order5big_2920: LINEAR (0.0s)  running={'LINEAR': 201, 'THEOREM': 150, 'SOLVED_FMB': 14}
[366] order5big_2928: LINEAR (0.0s)  running={'LINEAR': 202, 'THEOREM': 150, 'SOLVED_FMB': 14}
[367] order5big_2936: LINEAR (0.0s)  running={'LINEAR': 203, 'THEOREM': 150, 'SOLVED_FMB': 14}
[368] order5big_2944: THEOREM (65.3s)  running={'LINEAR': 203, 'THEOREM': 151, 'SOLVED_FMB': 14}
[369] order5big_2952: THEOREM (60.2s)  running={'LINEAR': 203, 'THEOREM': 152, 'SOLVED_FMB': 14}
[370] order5big_2960: LINEAR (0.0s)  running={'LINEAR': 204, 'THEOREM': 152, 'SOLVED_FMB': 14}
[371] order5big_2968: THEOREM (60.2s)  running={'LINEAR': 204, 'THEOREM': 153, 'SOLVED_FMB': 14}
[372] order5big_2976: LINEAR (0.0s)  running={'LINEAR': 205, 'THEOREM': 153, 'SOLVED_FMB': 14}
[373] order5big_2984: THEOREM (60.2s)  running={'LINEAR': 205, 'THEOREM': 154, 'SOLVED_FMB': 14}
[374] order5big_2992: THEOREM (60.1s)  running={'LINEAR': 205, 'THEOREM': 155, 'SOLVED_FMB': 14}
[375] order5big_3000: LINEAR (0.0s)  running={'LINEAR': 206, 'THEOREM': 155, 'SOLVED_FMB': 14}
[376] order5big_3008: LINEAR (0.0s)  running={'LINEAR': 207, 'THEOREM': 155, 'SOLVED_FMB': 14}
[377] order5big_3016: THEOREM (60.2s)  running={'LINEAR': 207, 'THEOREM': 156, 'SOLVED_FMB': 14}
[378] order5big_3024: THEOREM (73.0s)  running={'LINEAR': 207, 'THEOREM': 157, 'SOLVED_FMB': 14}
[379] order5big_3032: THEOREM (60.2s)  running={'LINEAR': 207, 'THEOREM': 158, 'SOLVED_FMB': 14}
[380] order5big_3040: THEOREM (60.2s)  running={'LINEAR': 207, 'THEOREM': 159, 'SOLVED_FMB': 14}
[381] order5big_3048: LINEAR (0.0s)  running={'LINEAR': 208, 'THEOREM': 159, 'SOLVED_FMB': 14}
[382] order5big_3056: LINEAR (0.0s)  running={'LINEAR': 209, 'THEOREM': 159, 'SOLVED_FMB': 14}
[383] order5big_3064: LINEAR (0.0s)  running={'LINEAR': 210, 'THEOREM': 159, 'SOLVED_FMB': 14}
[384] order5big_3072: LINEAR (0.0s)  running={'LINEAR': 211, 'THEOREM': 159, 'SOLVED_FMB': 14}
[385] order5big_3080: LINEAR (0.0s)  running={'LINEAR': 212, 'THEOREM': 159, 'SOLVED_FMB': 14}
[386] order5big_3088: LINEAR (0.0s)  running={'LINEAR': 213, 'THEOREM': 159, 'SOLVED_FMB': 14}
[387] order5big_3096: LINEAR (0.0s)  running={'LINEAR': 214, 'THEOREM': 159, 'SOLVED_FMB': 14}
[388] order5big_3104: LINEAR (0.0s)  running={'LINEAR': 215, 'THEOREM': 159, 'SOLVED_FMB': 14}
[389] order5big_3112: LINEAR (0.0s)  running={'LINEAR': 216, 'THEOREM': 159, 'SOLVED_FMB': 14}
[390] order5big_3120: LINEAR (0.0s)  running={'LINEAR': 217, 'THEOREM': 159, 'SOLVED_FMB': 14}
[391] order5big_3128: LINEAR (0.0s)  running={'LINEAR': 218, 'THEOREM': 159, 'SOLVED_FMB': 14}
[392] order5big_3136: THEOREM (60.3s)  running={'LINEAR': 218, 'THEOREM': 160, 'SOLVED_FMB': 14}
[393] order5big_3144: LINEAR (0.0s)  running={'LINEAR': 219, 'THEOREM': 160, 'SOLVED_FMB': 14}
[394] order5big_3152: THEOREM (72.8s)  running={'LINEAR': 219, 'THEOREM': 161, 'SOLVED_FMB': 14}
[395] order5big_3160: LINEAR (0.0s)  running={'LINEAR': 220, 'THEOREM': 161, 'SOLVED_FMB': 14}
[396] order5big_3168: THEOREM (60.6s)  running={'LINEAR': 220, 'THEOREM': 162, 'SOLVED_FMB': 14}
[397] order5big_3176: LINEAR (0.0s)  running={'LINEAR': 221, 'THEOREM': 162, 'SOLVED_FMB': 14}
[398] order5big_3184: THEOREM (60.2s)  running={'LINEAR': 221, 'THEOREM': 163, 'SOLVED_FMB': 14}
[399] order5big_3192: THEOREM (60.6s)  running={'LINEAR': 221, 'THEOREM': 164, 'SOLVED_FMB': 14}
[400] order5big_3200: THEOREM (60.2s)  running={'LINEAR': 221, 'THEOREM': 165, 'SOLVED_FMB': 14}
[401] order5big_3208: LINEAR (0.0s)  running={'LINEAR': 222, 'THEOREM': 165, 'SOLVED_FMB': 14}
[402] order5big_3216: LINEAR (0.0s)  running={'LINEAR': 223, 'THEOREM': 165, 'SOLVED_FMB': 14}
[403] order5big_3224: THEOREM (60.2s)  running={'LINEAR': 223, 'THEOREM': 166, 'SOLVED_FMB': 14}
[404] order5big_3232: THEOREM (60.2s)  running={'LINEAR': 223, 'THEOREM': 167, 'SOLVED_FMB': 14}
[405] order5big_3240: LINEAR (0.0s)  running={'LINEAR': 224, 'THEOREM': 167, 'SOLVED_FMB': 14}
[406] order5big_3248: LINEAR (0.0s)  running={'LINEAR': 225, 'THEOREM': 167, 'SOLVED_FMB': 14}
[407] order5big_3256: THEOREM (60.2s)  running={'LINEAR': 225, 'THEOREM': 168, 'SOLVED_FMB': 14}
[408] order5big_3264: LINEAR (0.0s)  running={'LINEAR': 226, 'THEOREM': 168, 'SOLVED_FMB': 14}
[409] order5big_3272: THEOREM (71.6s)  running={'LINEAR': 226, 'THEOREM': 169, 'SOLVED_FMB': 14}
[410] order5big_3280: LINEAR (0.0s)  running={'LINEAR': 227, 'THEOREM': 169, 'SOLVED_FMB': 14}
[411] order5big_3288: LINEAR (0.0s)  running={'LINEAR': 228, 'THEOREM': 169, 'SOLVED_FMB': 14}
[412] order5big_3296: THEOREM (60.4s)  running={'LINEAR': 228, 'THEOREM': 170, 'SOLVED_FMB': 14}
[413] order5big_3304: LINEAR (0.0s)  running={'LINEAR': 229, 'THEOREM': 170, 'SOLVED_FMB': 14}
[414] order5big_3312: LINEAR (0.0s)  running={'LINEAR': 230, 'THEOREM': 170, 'SOLVED_FMB': 14}
[415] order5big_3320: THEOREM (60.2s)  running={'LINEAR': 230, 'THEOREM': 171, 'SOLVED_FMB': 14}
[416] order5big_3328: LINEAR (0.0s)  running={'LINEAR': 231, 'THEOREM': 171, 'SOLVED_FMB': 14}
[417] order5big_3336: LINEAR (0.0s)  running={'LINEAR': 232, 'THEOREM': 171, 'SOLVED_FMB': 14}
[418] order5big_3344: LINEAR (0.0s)  running={'LINEAR': 233, 'THEOREM': 171, 'SOLVED_FMB': 14}
[419] order5big_3352: LINEAR (0.0s)  running={'LINEAR': 234, 'THEOREM': 171, 'SOLVED_FMB': 14}
[420] order5big_3360: THEOREM (60.2s)  running={'LINEAR': 234, 'THEOREM': 172, 'SOLVED_FMB': 14}
[421] order5big_3368: LINEAR (0.0s)  running={'LINEAR': 235, 'THEOREM': 172, 'SOLVED_FMB': 14}
[422] order5big_3376: THEOREM (60.3s)  running={'LINEAR': 235, 'THEOREM': 173, 'SOLVED_FMB': 14}
[423] order5big_3384: LINEAR (0.0s)  running={'LINEAR': 236, 'THEOREM': 173, 'SOLVED_FMB': 14}
[424] order5big_3392: THEOREM (60.1s)  running={'LINEAR': 236, 'THEOREM': 174, 'SOLVED_FMB': 14}
[425] order5big_3400: THEOREM (60.2s)  running={'LINEAR': 236, 'THEOREM': 175, 'SOLVED_FMB': 14}
[426] order5big_3408: THEOREM (60.7s)  running={'LINEAR': 236, 'THEOREM': 176, 'SOLVED_FMB': 14}
[427] order5big_3416: LINEAR (0.0s)  running={'LINEAR': 237, 'THEOREM': 176, 'SOLVED_FMB': 14}
[428] order5big_3424: THEOREM (60.3s)  running={'LINEAR': 237, 'THEOREM': 177, 'SOLVED_FMB': 14}
[429] order5big_3432: LINEAR (0.0s)  running={'LINEAR': 238, 'THEOREM': 177, 'SOLVED_FMB': 14}
[430] order5big_3440: LINEAR (0.0s)  running={'LINEAR': 239, 'THEOREM': 177, 'SOLVED_FMB': 14}
[431] order5big_3448: LINEAR (0.0s)  running={'LINEAR': 240, 'THEOREM': 177, 'SOLVED_FMB': 14}
[432] order5big_3456: LINEAR (0.0s)  running={'LINEAR': 241, 'THEOREM': 177, 'SOLVED_FMB': 14}
[433] order5big_3464: LINEAR (0.0s)  running={'LINEAR': 242, 'THEOREM': 177, 'SOLVED_FMB': 14}
[434] order5big_3472: LINEAR (0.0s)  running={'LINEAR': 243, 'THEOREM': 177, 'SOLVED_FMB': 14}
[435] order5big_3480: THEOREM (60.2s)  running={'LINEAR': 243, 'THEOREM': 178, 'SOLVED_FMB': 14}
[436] order5big_3488: LINEAR (0.0s)  running={'LINEAR': 244, 'THEOREM': 178, 'SOLVED_FMB': 14}
[437] order5big_3496: THEOREM (60.1s)  running={'LINEAR': 244, 'THEOREM': 179, 'SOLVED_FMB': 14}
[438] order5big_3504: THEOREM (60.6s)  running={'LINEAR': 244, 'THEOREM': 180, 'SOLVED_FMB': 14}
[439] order5big_3512: LINEAR (0.0s)  running={'LINEAR': 245, 'THEOREM': 180, 'SOLVED_FMB': 14}
[440] order5big_3520: LINEAR (0.0s)  running={'LINEAR': 246, 'THEOREM': 180, 'SOLVED_FMB': 14}
[441] order5big_3528: THEOREM (60.6s)  running={'LINEAR': 246, 'THEOREM': 181, 'SOLVED_FMB': 14}
[442] order5big_3536: LINEAR (0.0s)  running={'LINEAR': 247, 'THEOREM': 181, 'SOLVED_FMB': 14}
[443] order5big_3544: THEOREM (60.2s)  running={'LINEAR': 247, 'THEOREM': 182, 'SOLVED_FMB': 14}
[444] order5big_3552: LINEAR (0.0s)  running={'LINEAR': 248, 'THEOREM': 182, 'SOLVED_FMB': 14}
[445] order5big_3560: THEOREM (60.6s)  running={'LINEAR': 248, 'THEOREM': 183, 'SOLVED_FMB': 14}
[446] order5big_3568: LINEAR (0.0s)  running={'LINEAR': 249, 'THEOREM': 183, 'SOLVED_FMB': 14}
[447] order5big_3576: THEOREM (1.0s)  running={'LINEAR': 249, 'THEOREM': 184, 'SOLVED_FMB': 14}
[448] order5big_3584: THEOREM (60.2s)  running={'LINEAR': 249, 'THEOREM': 185, 'SOLVED_FMB': 14}
[449] order5big_3592: THEOREM (62.8s)  running={'LINEAR': 249, 'THEOREM': 186, 'SOLVED_FMB': 14}
[450] order5big_3600: LINEAR (0.0s)  running={'LINEAR': 250, 'THEOREM': 186, 'SOLVED_FMB': 14}
[451] order5big_3608: LINEAR (0.0s)  running={'LINEAR': 251, 'THEOREM': 186, 'SOLVED_FMB': 14}
[452] order5big_3616: LINEAR (0.0s)  running={'LINEAR': 252, 'THEOREM': 186, 'SOLVED_FMB': 14}
[453] order5big_3624: LINEAR (0.0s)  running={'LINEAR': 253, 'THEOREM': 186, 'SOLVED_FMB': 14}
[454] order5big_3632: THEOREM (0.2s)  running={'LINEAR': 253, 'THEOREM': 187, 'SOLVED_FMB': 14}
[455] order5big_3640: THEOREM (60.2s)  running={'LINEAR': 253, 'THEOREM': 188, 'SOLVED_FMB': 14}
[456] order5big_3648: LINEAR (0.0s)  running={'LINEAR': 254, 'THEOREM': 188, 'SOLVED_FMB': 14}
[457] order5big_3656: LINEAR (0.0s)  running={'LINEAR': 255, 'THEOREM': 188, 'SOLVED_FMB': 14}
[458] order5big_3664: LINEAR (0.0s)  running={'LINEAR': 256, 'THEOREM': 188, 'SOLVED_FMB': 14}
[459] order5big_3672: LINEAR (0.0s)  running={'LINEAR': 257, 'THEOREM': 188, 'SOLVED_FMB': 14}
[460] order5big_3680: LINEAR (0.0s)  running={'LINEAR': 258, 'THEOREM': 188, 'SOLVED_FMB': 14}
[461] order5big_3688: LINEAR (0.0s)  running={'LINEAR': 259, 'THEOREM': 188, 'SOLVED_FMB': 14}
[462] order5big_3696: HARD_NONLINEAR (120.0s)  running={'LINEAR': 259, 'THEOREM': 188, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 1}
[463] order5big_3704: LINEAR (0.0s)  running={'LINEAR': 260, 'THEOREM': 188, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 1}
[464] order5big_3712: THEOREM (60.2s)  running={'LINEAR': 260, 'THEOREM': 189, 'SOLVED_FMB': 14, 'HARD_NONLINEAR': 1}
