nohup: ignoring input
[1] order5big_0002: THEOREM (62.2s)  running={'THEOREM': 1}
[507] order5big_4050: LINEAR (0.0s)  running={'THEOREM': 197, 'LINEAR': 295, 'SOLVED_FMB': 15}
[508] order5big_4058: LINEAR (0.0s)  running={'THEOREM': 197, 'LINEAR': 296, 'SOLVED_FMB': 15}
[509] order5big_4066: LINEAR (0.0s)  running={'THEOREM': 197, 'LINEAR': 297, 'SOLVED_FMB': 15}
[510] order5big_4074: LINEAR (0.0s)  running={'THEOREM': 197, 'LINEAR': 298, 'SOLVED_FMB': 15}
[511] order5big_4082: THEOREM (60.2s)  running={'THEOREM': 198, 'LINEAR': 298, 'SOLVED_FMB': 15}
[512] order5big_4090: THEOREM (2.2s)  running={'THEOREM': 199, 'LINEAR': 298, 'SOLVED_FMB': 15}
[513] order5big_4098: LINEAR (0.0s)  running={'THEOREM': 199, 'LINEAR': 299, 'SOLVED_FMB': 15}
[514] order5big_4106: LINEAR (0.0s)  running={'THEOREM': 199, 'LINEAR': 300, 'SOLVED_FMB': 15}
[515] order5big_4114: LINEAR (0.0s)  running={'THEOREM': 199, 'LINEAR': 301, 'SOLVED_FMB': 15}
[516] order5big_4122: THEOREM (60.1s)  running={'THEOREM': 200, 'LINEAR': 301, 'SOLVED_FMB': 15}
[517] order5big_4130: THEOREM (60.1s)  running={'THEOREM': 201, 'LINEAR': 301, 'SOLVED_FMB': 15}
[518] order5big_4138: THEOREM (60.2s)  running={'THEOREM': 202, 'LINEAR': 301, 'SOLVED_FMB': 15}
[519] order5big_4146: LINEAR (0.0s)  running={'THEOREM': 202, 'LINEAR': 302, 'SOLVED_FMB': 15}
[520] order5big_4154: THEOREM (60.6s)  running={'THEOREM': 203, 'LINEAR': 302, 'SOLVED_FMB': 15}
[521] order5big_4162: THEOREM (60.2s)  running={'THEOREM': 204, 'LINEAR': 302, 'SOLVED_FMB': 15}
[522] order5big_4170: LINEAR (0.0s)  running={'THEOREM': 204, 'LINEAR': 303, 'SOLVED_FMB': 15}
[523] order5big_4178: THEOREM (61.2s)  running={'THEOREM': 205, 'LINEAR': 303, 'SOLVED_FMB': 15}
[524] order5big_4186: THEOREM (60.2s)  running={'THEOREM': 206, 'LINEAR': 303, 'SOLVED_FMB': 15}
[525] order5big_4194: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 304, 'SOLVED_FMB': 15}
[526] order5big_4202: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 305, 'SOLVED_FMB': 15}
[527] order5big_4210: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 306, 'SOLVED_FMB': 15}
[528] order5big_4218: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 307, 'SOLVED_FMB': 15}
[529] order5big_4226: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 308, 'SOLVED_FMB': 15}
[530] order5big_4234: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 309, 'SOLVED_FMB': 15}
[531] order5big_4242: LINEAR (0.0s)  running={'THEOREM': 206, 'LINEAR': 310, 'SOLVED_FMB': 15}
[532] order5big_4250: THEOREM (60.2s)  running={'THEOREM': 207, 'LINEAR': 310, 'SOLVED_FMB': 15}
[533] order5big_4258: THEOREM (60.2s)  running={'THEOREM': 208, 'LINEAR': 310, 'SOLVED_FMB': 15}
[534] order5big_4266: THEOREM (60.6s)  running={'THEOREM': 209, 'LINEAR': 310, 'SOLVED_FMB': 15}
[535] order5big_4274: THEOREM (60.7s)  running={'THEOREM': 210, 'LINEAR': 310, 'SOLVED_FMB': 15}
[536] order5big_4282: THEOREM (60.2s)  running={'THEOREM': 211, 'LINEAR': 310, 'SOLVED_FMB': 15}
[537] order5big_4290: THEOREM (60.2s)  running={'THEOREM': 212, 'LINEAR': 310, 'SOLVED_FMB': 15}
[538] order5big_4298: THEOREM (60.2s)  running={'THEOREM': 213, 'LINEAR': 310, 'SOLVED_FMB': 15}
[539] order5big_4306: LINEAR (0.0s)  running={'THEOREM': 213, 'LINEAR': 311, 'SOLVED_FMB': 15}
[540] order5big_4314: THEOREM (60.2s)  running={'THEOREM': 214, 'LINEAR': 311, 'SOLVED_FMB': 15}
[541] order5big_4322: LINEAR (0.0s)  running={'THEOREM': 214, 'LINEAR': 312, 'SOLVED_FMB': 15}
[542] order5big_4330: LINEAR (0.0s)  running={'THEOREM': 214, 'LINEAR': 313, 'SOLVED_FMB': 15}
[543] order5big_4338: SOLVED_FMB (0.3s)  running={'THEOREM': 214, 'LINEAR': 313, 'SOLVED_FMB': 16}
[544] order5big_4346: LINEAR (0.0s)  running={'THEOREM': 214, 'LINEAR': 314, 'SOLVED_FMB': 16}
[545] order5big_4354: THEOREM (200.6s)  running={'THEOREM': 215, 'LINEAR': 314, 'SOLVED_FMB': 16}
[546] order5big_4362: THEOREM (60.6s)  running={'THEOREM': 216, 'LINEAR': 314, 'SOLVED_FMB': 16}
[547] order5big_4370: LINEAR (0.0s)  running={'THEOREM': 216, 'LINEAR': 315, 'SOLVED_FMB': 16}
[548] order5big_4378: LINEAR (0.0s)  running={'THEOREM': 216, 'LINEAR': 316, 'SOLVED_FMB': 16}
[549] order5big_4386: LINEAR (0.0s)  running={'THEOREM': 216, 'LINEAR': 317, 'SOLVED_FMB': 16}
[550] order5big_4394: THEOREM (10.0s)  running={'THEOREM': 217, 'LINEAR': 317, 'SOLVED_FMB': 16}
[551] order5big_4402: LINEAR (0.0s)  running={'THEOREM': 217, 'LINEAR': 318, 'SOLVED_FMB': 16}
[552] order5big_4410: LINEAR (0.0s)  running={'THEOREM': 217, 'LINEAR': 319, 'SOLVED_FMB': 16}
[553] order5big_4418: THEOREM (1.8s)  running={'THEOREM': 218, 'LINEAR': 319, 'SOLVED_FMB': 16}
[554] order5big_4426: THEOREM (60.2s)  running={'THEOREM': 219, 'LINEAR': 319, 'SOLVED_FMB': 16}
[555] order5big_4434: LINEAR (0.0s)  running={'THEOREM': 219, 'LINEAR': 320, 'SOLVED_FMB': 16}
[556] order5big_4442: THEOREM (60.3s)  running={'THEOREM': 220, 'LINEAR': 320, 'SOLVED_FMB': 16}
[557] order5big_4450: LINEAR (0.0s)  running={'THEOREM': 220, 'LINEAR': 321, 'SOLVED_FMB': 16}
[558] order5big_4458: THEOREM (60.4s)  running={'THEOREM': 221, 'LINEAR': 321, 'SOLVED_FMB': 16}
[559] order5big_4466: THEOREM (60.2s)  running={'THEOREM': 222, 'LINEAR': 321, 'SOLVED_FMB': 16}
[560] order5big_4474: LINEAR (0.0s)  running={'THEOREM': 222, 'LINEAR': 322, 'SOLVED_FMB': 16}
[561] order5big_4482: THEOREM (60.2s)  running={'THEOREM': 223, 'LINEAR': 322, 'SOLVED_FMB': 16}
[562] order5big_4490: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 323, 'SOLVED_FMB': 16}
[563] order5big_4498: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 324, 'SOLVED_FMB': 16}
[564] order5big_4506: LINEAR (0.0s)  running={'THEOREM': 223, 'LINEAR': 325, 'SOLVED_FMB': 16}
[565] order5big_4514: THEOREM (60.1s)  running={'THEOREM': 224, 'LINEAR': 325, 'SOLVED_FMB': 16}
[566] order5big_4522: LINEAR (0.0s)  running={'THEOREM': 224, 'LINEAR': 326, 'SOLVED_FMB': 16}
[567] order5big_4530: THEOREM (60.3s)  running={'THEOREM': 225, 'LINEAR': 326, 'SOLVED_FMB': 16}
[568] order5big_4538: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 327, 'SOLVED_FMB': 16}
[569] order5big_4546: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 328, 'SOLVED_FMB': 16}
[570] order5big_4554: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 329, 'SOLVED_FMB': 16}
[571] order5big_4562: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 330, 'SOLVED_FMB': 16}
[572] order5big_4570: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 331, 'SOLVED_FMB': 16}
[573] order5big_4578: LINEAR (0.0s)  running={'THEOREM': 225, 'LINEAR': 332, 'SOLVED_FMB': 16}
[574] order5big_4586: THEOREM (60.2s)  running={'THEOREM': 226, 'LINEAR': 332, 'SOLVED_FMB': 16}
[575] order5big_4594: LINEAR (0.0s)  running={'THEOREM': 226, 'LINEAR': 333, 'SOLVED_FMB': 16}
[576] order5big_4602: LINEAR (0.0s)  running={'THEOREM': 226, 'LINEAR': 334, 'SOLVED_FMB': 16}
[577] order5big_4610: LINEAR (0.0s)  running={'THEOREM': 226, 'LINEAR': 335, 'SOLVED_FMB': 16}
[578] order5big_4618: THEOREM (60.2s)  running={'THEOREM': 227, 'LINEAR': 335, 'SOLVED_FMB': 16}
[579] order5big_4626: THEOREM (60.2s)  running={'THEOREM': 228, 'LINEAR': 335, 'SOLVED_FMB': 16}
[580] order5big_4634: LINEAR (0.0s)  running={'THEOREM': 228, 'LINEAR': 336, 'SOLVED_FMB': 16}
[581] order5big_4642: THEOREM (60.7s)  running={'THEOREM': 229, 'LINEAR': 336, 'SOLVED_FMB': 16}
[582] order5big_4650: THEOREM (1.5s)  running={'THEOREM': 230, 'LINEAR': 336, 'SOLVED_FMB': 16}
[583] order5big_4658: THEOREM (60.5s)  running={'THEOREM': 231, 'LINEAR': 336, 'SOLVED_FMB': 16}
[584] order5big_4666: THEOREM (60.2s)  running={'THEOREM': 232, 'LINEAR': 336, 'SOLVED_FMB': 16}
[585] order5big_4674: LINEAR (0.0s)  running={'THEOREM': 232, 'LINEAR': 337, 'SOLVED_FMB': 16}
[586] order5big_4682: LINEAR (0.0s)  running={'THEOREM': 232, 'LINEAR': 338, 'SOLVED_FMB': 16}
[587] order5big_4690: SOLVED_FMB (0.1s)  running={'THEOREM': 232, 'LINEAR': 338, 'SOLVED_FMB': 17}
[588] order5big_4698: THEOREM (60.2s)  running={'THEOREM': 233, 'LINEAR': 338, 'SOLVED_FMB': 17}
[589] order5big_4706: THEOREM (60.2s)  running={'THEOREM': 234, 'LINEAR': 338, 'SOLVED_FMB': 17}
[590] order5big_4714: THEOREM (60.2s)  running={'THEOREM': 235, 'LINEAR': 338, 'SOLVED_FMB': 17}
[591] order5big_4722: THEOREM (60.2s)  running={'THEOREM': 236, 'LINEAR': 338, 'SOLVED_FMB': 17}
[592] order5big_4730: THEOREM (72.7s)  running={'THEOREM': 237, 'LINEAR': 338, 'SOLVED_FMB': 17}
[593] order5big_4738: THEOREM (60.2s)  running={'THEOREM': 238, 'LINEAR': 338, 'SOLVED_FMB': 17}
[594] order5big_4746: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 339, 'SOLVED_FMB': 17}
[595] order5big_4754: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 340, 'SOLVED_FMB': 17}
[596] order5big_4762: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 341, 'SOLVED_FMB': 17}
[597] order5big_4770: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 342, 'SOLVED_FMB': 17}
[598] order5big_4778: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 343, 'SOLVED_FMB': 17}
[599] order5big_4786: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 344, 'SOLVED_FMB': 17}
[600] order5big_4794: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 345, 'SOLVED_FMB': 17}
[601] order5big_4802: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 346, 'SOLVED_FMB': 17}
[602] order5big_4810: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 347, 'SOLVED_FMB': 17}
[603] order5big_4818: LINEAR (0.0s)  running={'THEOREM': 238, 'LINEAR': 348, 'SOLVED_FMB': 17}
[604] order5big_4826: THEOREM (60.2s)  running={'THEOREM': 239, 'LINEAR': 348, 'SOLVED_FMB': 17}
[605] order5big_4834: LINEAR (0.0s)  running={'THEOREM': 239, 'LINEAR': 349, 'SOLVED_FMB': 17}
[606] order5big_4842: LINEAR (0.0s)  running={'THEOREM': 239, 'LINEAR': 350, 'SOLVED_FMB': 17}
[607] order5big_4850: LINEAR (0.0s)  running={'THEOREM': 239, 'LINEAR': 351, 'SOLVED_FMB': 17}
[608] order5big_4858: LINEAR (0.0s)  running={'THEOREM': 239, 'LINEAR': 352, 'SOLVED_FMB': 17}
[609] order5big_4866: LINEAR (0.0s)  running={'THEOREM': 239, 'LINEAR': 353, 'SOLVED_FMB': 17}
[610] order5big_4874: LINEAR (0.0s)  running={'THEOREM': 239, 'LINEAR': 354, 'SOLVED_FMB': 17}
[611] order5big_4882: THEOREM (60.6s)  running={'THEOREM': 240, 'LINEAR': 354, 'SOLVED_FMB': 17}
[612] order5big_4890: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 355, 'SOLVED_FMB': 17}
[613] order5big_4898: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 356, 'SOLVED_FMB': 17}
[614] order5big_4906: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 357, 'SOLVED_FMB': 17}
[615] order5big_4914: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 358, 'SOLVED_FMB': 17}
[616] order5big_4922: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 359, 'SOLVED_FMB': 17}
[617] order5big_4930: LINEAR (0.0s)  running={'THEOREM': 240, 'LINEAR': 360, 'SOLVED_FMB': 17}
[618] order5big_4938: THEOREM (60.5s)  running={'THEOREM': 241, 'LINEAR': 360, 'SOLVED_FMB': 17}
[619] order5big_4946: LINEAR (0.0s)  running={'THEOREM': 241, 'LINEAR': 361, 'SOLVED_FMB': 17}
[620] order5big_4954: THEOREM (60.2s)  running={'THEOREM': 242, 'LINEAR': 361, 'SOLVED_FMB': 17}
[621] order5big_4962: THEOREM (60.6s)  running={'THEOREM': 243, 'LINEAR': 361, 'SOLVED_FMB': 17}
[622] order5big_4970: LINEAR (0.0s)  running={'THEOREM': 243, 'LINEAR': 362, 'SOLVED_FMB': 17}
[623] order5big_4978: THEOREM (60.2s)  running={'THEOREM': 244, 'LINEAR': 362, 'SOLVED_FMB': 17}
[624] order5big_4986: THEOREM (60.2s)  running={'THEOREM': 245, 'LINEAR': 362, 'SOLVED_FMB': 17}
[625] order5big_4994: LINEAR (0.0s)  running={'THEOREM': 245, 'LINEAR': 363, 'SOLVED_FMB': 17}
[626] order5big_5002: THEOREM (60.2s)  running={'THEOREM': 246, 'LINEAR': 363, 'SOLVED_FMB': 17}
[627] order5big_5010: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 364, 'SOLVED_FMB': 17}
[628] order5big_5018: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 365, 'SOLVED_FMB': 17}
[629] order5big_5026: SOLVED_FMB (0.4s)  running={'THEOREM': 246, 'LINEAR': 365, 'SOLVED_FMB': 18}
[630] order5big_5034: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 366, 'SOLVED_FMB': 18}
[631] order5big_5042: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 367, 'SOLVED_FMB': 18}
[632] order5big_5050: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 368, 'SOLVED_FMB': 18}
[633] order5big_5058: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 369, 'SOLVED_FMB': 18}
[634] order5big_5066: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 370, 'SOLVED_FMB': 18}
[635] order5big_5074: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 371, 'SOLVED_FMB': 18}
[636] order5big_5082: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 372, 'SOLVED_FMB': 18}
[637] order5big_5090: LINEAR (0.0s)  running={'THEOREM': 246, 'LINEAR': 373, 'SOLVED_FMB': 18}
[638] order5big_5098: THEOREM (60.3s)  running={'THEOREM': 247, 'LINEAR': 373, 'SOLVED_FMB': 18}
[639] order5big_5106: LINEAR (0.0s)  running={'THEOREM': 247, 'LINEAR': 374, 'SOLVED_FMB': 18}
[640] order5big_5114: LINEAR (0.0s)  running={'THEOREM': 247, 'LINEAR': 375, 'SOLVED_FMB': 18}
[641] order5big_5122: THEOREM (60.2s)  running={'THEOREM': 248, 'LINEAR': 375, 'SOLVED_FMB': 18}
[642] order5big_5130: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 376, 'SOLVED_FMB': 18}
[643] order5big_5138: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 377, 'SOLVED_FMB': 18}
[644] order5big_5146: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 378, 'SOLVED_FMB': 18}
[645] order5big_5154: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 379, 'SOLVED_FMB': 18}
[646] order5big_5162: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 380, 'SOLVED_FMB': 18}
[647] order5big_5170: LINEAR (0.0s)  running={'THEOREM': 248, 'LINEAR': 381, 'SOLVED_FMB': 18}
[648] order5big_5178: THEOREM (60.5s)  running={'THEOREM': 249, 'LINEAR': 381, 'SOLVED_FMB': 18}
[649] order5big_5186: THEOREM (60.2s)  running={'THEOREM': 250, 'LINEAR': 381, 'SOLVED_FMB': 18}
[650] order5big_5194: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 382, 'SOLVED_FMB': 18}
[651] order5big_5202: LINEAR (0.0s)  running={'THEOREM': 250, 'LINEAR': 383, 'SOLVED_FMB': 18}
[652] order5big_5210: THEOREM (72.1s)  running={'THEOREM': 251, 'LINEAR': 383, 'SOLVED_FMB': 18}
[653] order5big_5218: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 384, 'SOLVED_FMB': 18}
[654] order5big_5226: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 385, 'SOLVED_FMB': 18}
[655] order5big_5234: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 386, 'SOLVED_FMB': 18}
[656] order5big_5242: LINEAR (0.0s)  running={'THEOREM': 251, 'LINEAR': 387, 'SOLVED_FMB': 18}
[657] order5big_5250: THEOREM (60.2s)  running={'THEOREM': 252, 'LINEAR': 387, 'SOLVED_FMB': 18}
[658] order5big_5258: THEOREM (60.9s)  running={'THEOREM': 253, 'LINEAR': 387, 'SOLVED_FMB': 18}
[659] order5big_5266: THEOREM (60.2s)  running={'THEOREM': 254, 'LINEAR': 387, 'SOLVED_FMB': 18}
[660] order5big_5274: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 388, 'SOLVED_FMB': 18}
[661] order5big_5282: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 389, 'SOLVED_FMB': 18}
[662] order5big_5290: LINEAR (0.0s)  running={'THEOREM': 254, 'LINEAR': 390, 'SOLVED_FMB': 18}
[663] order5big_5298: THEOREM (60.5s)  running={'THEOREM': 255, 'LINEAR': 390, 'SOLVED_FMB': 18}
[664] order5big_5306: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 391, 'SOLVED_FMB': 18}
[665] order5big_5314: LINEAR (0.0s)  running={'THEOREM': 255, 'LINEAR': 392, 'SOLVED_FMB': 18}
[666] order5big_5322: THEOREM (60.2s)  running={'THEOREM': 256, 'LINEAR': 392, 'SOLVED_FMB': 18}
[667] order5big_5330: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 393, 'SOLVED_FMB': 18}
[668] order5big_5338: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 394, 'SOLVED_FMB': 18}
[669] order5big_5346: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 395, 'SOLVED_FMB': 18}
[670] order5big_5354: LINEAR (0.0s)  running={'THEOREM': 256, 'LINEAR': 396, 'SOLVED_FMB': 18}
[671] order5big_5362: THEOREM (60.2s)  running={'THEOREM': 257, 'LINEAR': 396, 'SOLVED_FMB': 18}
[672] order5big_5370: LINEAR (0.0s)  running={'THEOREM': 257, 'LINEAR': 397, 'SOLVED_FMB': 18}
[673] order5big_5378: LINEAR (0.0s)  running={'THEOREM': 257, 'LINEAR': 398, 'SOLVED_FMB': 18}
[674] order5big_5386: THEOREM (60.2s)  running={'THEOREM': 258, 'LINEAR': 398, 'SOLVED_FMB': 18}
[675] order5big_5394: LINEAR (0.0s)  running={'THEOREM': 258, 'LINEAR': 399, 'SOLVED_FMB': 18}
[676] order5big_5402: LINEAR (0.0s)  running={'THEOREM': 258, 'LINEAR': 400, 'SOLVED_FMB': 18}
[677] order5big_5410: THEOREM (60.3s)  running={'THEOREM': 259, 'LINEAR': 400, 'SOLVED_FMB': 18}
[678] order5big_5418: LINEAR (0.0s)  running={'THEOREM': 259, 'LINEAR': 401, 'SOLVED_FMB': 18}
[679] order5big_5426: THEOREM (60.2s)  running={'THEOREM': 260, 'LINEAR': 401, 'SOLVED_FMB': 18}
[680] order5big_5434: LINEAR (0.0s)  running={'THEOREM': 260, 'LINEAR': 402, 'SOLVED_FMB': 18}
[681] order5big_5442: LINEAR (0.0s)  running={'THEOREM': 260, 'LINEAR': 403, 'SOLVED_FMB': 18}
[682] order5big_5450: THEOREM (60.2s)  running={'THEOREM': 261, 'LINEAR': 403, 'SOLVED_FMB': 18}
[683] order5big_5458: LINEAR (0.0s)  running={'THEOREM': 261, 'LINEAR': 404, 'SOLVED_FMB': 18}
[684] order5big_5466: THEOREM (65.3s)  running={'THEOREM': 262, 'LINEAR': 404, 'SOLVED_FMB': 18}
[685] order5big_5474: THEOREM (60.2s)  running={'THEOREM': 263, 'LINEAR': 404, 'SOLVED_FMB': 18}
[686] order5big_5482: LINEAR (0.0s)  running={'THEOREM': 263, 'LINEAR': 405, 'SOLVED_FMB': 18}
[687] order5big_5490: LINEAR (0.0s)  running={'THEOREM': 263, 'LINEAR': 406, 'SOLVED_FMB': 18}
[688] order5big_5498: LINEAR (0.0s)  running={'THEOREM': 263, 'LINEAR': 407, 'SOLVED_FMB': 18}
[689] order5big_5506: THEOREM (60.3s)  running={'THEOREM': 264, 'LINEAR': 407, 'SOLVED_FMB': 18}
[690] order5big_5514: LINEAR (0.0s)  running={'THEOREM': 264, 'LINEAR': 408, 'SOLVED_FMB': 18}
[691] order5big_5522: THEOREM (60.5s)  running={'THEOREM': 265, 'LINEAR': 408, 'SOLVED_FMB': 18}
[692] order5big_5530: THEOREM (60.2s)  running={'THEOREM': 266, 'LINEAR': 408, 'SOLVED_FMB': 18}
[693] order5big_5538: LINEAR (0.0s)  running={'THEOREM': 266, 'LINEAR': 409, 'SOLVED_FMB': 18}
[694] order5big_5546: THEOREM (60.2s)  running={'THEOREM': 267, 'LINEAR': 409, 'SOLVED_FMB': 18}
[695] order5big_5554: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 410, 'SOLVED_FMB': 18}
[696] order5big_5562: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 411, 'SOLVED_FMB': 18}
[697] order5big_5570: LINEAR (0.0s)  running={'THEOREM': 267, 'LINEAR': 412, 'SOLVED_FMB': 18}
[698] order5big_5578: THEOREM (61.1s)  running={'THEOREM': 268, 'LINEAR': 412, 'SOLVED_FMB': 18}
[699] order5big_5586: THEOREM (60.3s)  running={'THEOREM': 269, 'LINEAR': 412, 'SOLVED_FMB': 18}
[700] order5big_5594: LINEAR (0.0s)  running={'THEOREM': 269, 'LINEAR': 413, 'SOLVED_FMB': 18}
[701] order5big_5602: LINEAR (0.0s)  running={'THEOREM': 269, 'LINEAR': 414, 'SOLVED_FMB': 18}
[702] order5big_5610: THEOREM (60.2s)  running={'THEOREM': 270, 'LINEAR': 414, 'SOLVED_FMB': 18}
[703] order5big_5618: THEOREM (60.2s)  running={'THEOREM': 271, 'LINEAR': 414, 'SOLVED_FMB': 18}
[704] order5big_5626: LINEAR (0.0s)  running={'THEOREM': 271, 'LINEAR': 415, 'SOLVED_FMB': 18}
[705] order5big_5634: LINEAR (0.0s)  running={'THEOREM': 271, 'LINEAR': 416, 'SOLVED_FMB': 18}
[706] order5big_5642: LINEAR (0.0s)  running={'THEOREM': 271, 'LINEAR': 417, 'SOLVED_FMB': 18}
[707] order5big_5650: LINEAR (0.0s)  running={'THEOREM': 271, 'LINEAR': 418, 'SOLVED_FMB': 18}
[708] order5big_5658: THEOREM (60.6s)  running={'THEOREM': 272, 'LINEAR': 418, 'SOLVED_FMB': 18}
[709] order5big_5666: THEOREM (60.6s)  running={'THEOREM': 273, 'LINEAR': 418, 'SOLVED_FMB': 18}
[710] order5big_5674: THEOREM (60.5s)  running={'THEOREM': 274, 'LINEAR': 418, 'SOLVED_FMB': 18}
[711] order5big_5682: THEOREM (61.3s)  running={'THEOREM': 275, 'LINEAR': 418, 'SOLVED_FMB': 18}
[712] order5big_5690: THEOREM (60.5s)  running={'THEOREM': 276, 'LINEAR': 418, 'SOLVED_FMB': 18}
[713] order5big_5698: LINEAR (0.0s)  running={'THEOREM': 276, 'LINEAR': 419, 'SOLVED_FMB': 18}
[714] order5big_5706: LINEAR (0.0s)  running={'THEOREM': 276, 'LINEAR': 420, 'SOLVED_FMB': 18}
[715] order5big_5714: THEOREM (60.2s)  running={'THEOREM': 277, 'LINEAR': 420, 'SOLVED_FMB': 18}
[716] order5big_5722: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 421, 'SOLVED_FMB': 18}
[717] order5big_5730: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 422, 'SOLVED_FMB': 18}
[718] order5big_5738: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 423, 'SOLVED_FMB': 18}
[719] order5big_5746: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 424, 'SOLVED_FMB': 18}
[720] order5big_5754: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 425, 'SOLVED_FMB': 18}
[721] order5big_5762: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 426, 'SOLVED_FMB': 18}
[722] order5big_5770: LINEAR (0.0s)  running={'THEOREM': 277, 'LINEAR': 427, 'SOLVED_FMB': 18}
[723] order5big_5778: THEOREM (60.2s)  running={'THEOREM': 278, 'LINEAR': 427, 'SOLVED_FMB': 18}
[724] order5big_5786: LINEAR (0.0s)  running={'THEOREM': 278, 'LINEAR': 428, 'SOLVED_FMB': 18}
[725] order5big_5794: THEOREM (62.0s)  running={'THEOREM': 279, 'LINEAR': 428, 'SOLVED_FMB': 18}
[726] order5big_5802: LINEAR (0.0s)  running={'THEOREM': 279, 'LINEAR': 429, 'SOLVED_FMB': 18}
[727] order5big_5810: THEOREM (60.1s)  running={'THEOREM': 280, 'LINEAR': 429, 'SOLVED_FMB': 18}
[728] order5big_5818: LINEAR (0.0s)  running={'THEOREM': 280, 'LINEAR': 430, 'SOLVED_FMB': 18}
[729] order5big_5826: LINEAR (0.0s)  running={'THEOREM': 280, 'LINEAR': 431, 'SOLVED_FMB': 18}
[730] order5big_5834: LINEAR (0.0s)  running={'THEOREM': 280, 'LINEAR': 432, 'SOLVED_FMB': 18}
[731] order5big_5842: THEOREM (60.2s)  running={'THEOREM': 281, 'LINEAR': 432, 'SOLVED_FMB': 18}
[732] order5big_5850: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 433, 'SOLVED_FMB': 18}
[733] order5big_5858: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 434, 'SOLVED_FMB': 18}
[734] order5big_5866: LINEAR (0.0s)  running={'THEOREM': 281, 'LINEAR': 435, 'SOLVED_FMB': 18}
