nohup: ignoring input
[1] order5big_0007: LINEAR (0.0s)  running={'LINEAR': 1}
[209] order5big_1671: LINEAR (0.0s)  running={'LINEAR': 126, 'SOLVED_FMB': 9, 'THEOREM': 73, 'HARD_NONLINEAR': 1}
[210] order5big_1679: LINEAR (0.0s)  running={'LINEAR': 127, 'SOLVED_FMB': 9, 'THEOREM': 73, 'HARD_NONLINEAR': 1}
[211] order5big_1687: SOLVED_FMB (11.4s)  running={'LINEAR': 127, 'SOLVED_FMB': 10, 'THEOREM': 73, 'HARD_NONLINEAR': 1}
[212] order5big_1695: THEOREM (60.2s)  running={'LINEAR': 127, 'SOLVED_FMB': 10, 'THEOREM': 74, 'HARD_NONLINEAR': 1}
[213] order5big_1703: LINEAR (0.0s)  running={'LINEAR': 128, 'SOLVED_FMB': 10, 'THEOREM': 74, 'HARD_NONLINEAR': 1}
[214] order5big_1711: LINEAR (0.0s)  running={'LINEAR': 129, 'SOLVED_FMB': 10, 'THEOREM': 74, 'HARD_NONLINEAR': 1}
[215] order5big_1719: THEOREM (60.2s)  running={'LINEAR': 129, 'SOLVED_FMB': 10, 'THEOREM': 75, 'HARD_NONLINEAR': 1}
[216] order5big_1727: THEOREM (60.5s)  running={'LINEAR': 129, 'SOLVED_FMB': 10, 'THEOREM': 76, 'HARD_NONLINEAR': 1}
[217] order5big_1735: LINEAR (0.0s)  running={'LINEAR': 130, 'SOLVED_FMB': 10, 'THEOREM': 76, 'HARD_NONLINEAR': 1}
[218] order5big_1743: LINEAR (0.0s)  running={'LINEAR': 131, 'SOLVED_FMB': 10, 'THEOREM': 76, 'HARD_NONLINEAR': 1}
[219] order5big_1751: THEOREM (60.2s)  running={'LINEAR': 131, 'SOLVED_FMB': 10, 'THEOREM': 77, 'HARD_NONLINEAR': 1}
[220] order5big_1759: THEOREM (60.2s)  running={'LINEAR': 131, 'SOLVED_FMB': 10, 'THEOREM': 78, 'HARD_NONLINEAR': 1}
[221] order5big_1767: LINEAR (0.0s)  running={'LINEAR': 132, 'SOLVED_FMB': 10, 'THEOREM': 78, 'HARD_NONLINEAR': 1}
[222] order5big_1775: LINEAR (0.0s)  running={'LINEAR': 133, 'SOLVED_FMB': 10, 'THEOREM': 78, 'HARD_NONLINEAR': 1}
[223] order5big_1783: LINEAR (0.0s)  running={'LINEAR': 134, 'SOLVED_FMB': 10, 'THEOREM': 78, 'HARD_NONLINEAR': 1}
[224] order5big_1791: LINEAR (0.0s)  running={'LINEAR': 135, 'SOLVED_FMB': 10, 'THEOREM': 78, 'HARD_NONLINEAR': 1}
[225] order5big_1799: LINEAR (0.0s)  running={'LINEAR': 136, 'SOLVED_FMB': 10, 'THEOREM': 78, 'HARD_NONLINEAR': 1}
[226] order5big_1807: THEOREM (61.3s)  running={'LINEAR': 136, 'SOLVED_FMB': 10, 'THEOREM': 79, 'HARD_NONLINEAR': 1}
[227] order5big_1815: THEOREM (60.3s)  running={'LINEAR': 136, 'SOLVED_FMB': 10, 'THEOREM': 80, 'HARD_NONLINEAR': 1}
[228] order5big_1823: LINEAR (0.0s)  running={'LINEAR': 137, 'SOLVED_FMB': 10, 'THEOREM': 80, 'HARD_NONLINEAR': 1}
[229] order5big_1831: LINEAR (0.0s)  running={'LINEAR': 138, 'SOLVED_FMB': 10, 'THEOREM': 80, 'HARD_NONLINEAR': 1}
[230] order5big_1839: THEOREM (60.2s)  running={'LINEAR': 138, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[231] order5big_1847: LINEAR (0.0s)  running={'LINEAR': 139, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[232] order5big_1855: LINEAR (0.0s)  running={'LINEAR': 140, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[233] order5big_1863: LINEAR (0.0s)  running={'LINEAR': 141, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[234] order5big_1871: LINEAR (0.0s)  running={'LINEAR': 142, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[235] order5big_1879: LINEAR (0.0s)  running={'LINEAR': 143, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[236] order5big_1887: LINEAR (0.0s)  running={'LINEAR': 144, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[237] order5big_1895: LINEAR (0.0s)  running={'LINEAR': 145, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[238] order5big_1903: LINEAR (0.0s)  running={'LINEAR': 146, 'SOLVED_FMB': 10, 'THEOREM': 81, 'HARD_NONLINEAR': 1}
[239] order5big_1911: THEOREM (60.9s)  running={'LINEAR': 146, 'SOLVED_FMB': 10, 'THEOREM': 82, 'HARD_NONLINEAR': 1}
[240] order5big_1919: THEOREM (60.2s)  running={'LINEAR': 146, 'SOLVED_FMB': 10, 'THEOREM': 83, 'HARD_NONLINEAR': 1}
[241] order5big_1927: LINEAR (0.0s)  running={'LINEAR': 147, 'SOLVED_FMB': 10, 'THEOREM': 83, 'HARD_NONLINEAR': 1}
[242] order5big_1935: THEOREM (60.2s)  running={'LINEAR': 147, 'SOLVED_FMB': 10, 'THEOREM': 84, 'HARD_NONLINEAR': 1}
[243] order5big_1943: THEOREM (60.6s)  running={'LINEAR': 147, 'SOLVED_FMB': 10, 'THEOREM': 85, 'HARD_NONLINEAR': 1}
[244] order5big_1951: LINEAR (0.0s)  running={'LINEAR': 148, 'SOLVED_FMB': 10, 'THEOREM': 85, 'HARD_NONLINEAR': 1}
[245] order5big_1959: LINEAR (0.0s)  running={'LINEAR': 149, 'SOLVED_FMB': 10, 'THEOREM': 85, 'HARD_NONLINEAR': 1}
[246] order5big_1967: THEOREM (62.1s)  running={'LINEAR': 149, 'SOLVED_FMB': 10, 'THEOREM': 86, 'HARD_NONLINEAR': 1}
[247] order5big_1975: LINEAR (0.0s)  running={'LINEAR': 150, 'SOLVED_FMB': 10, 'THEOREM': 86, 'HARD_NONLINEAR': 1}
[248] order5big_1983: THEOREM (60.3s)  running={'LINEAR': 150, 'SOLVED_FMB': 10, 'THEOREM': 87, 'HARD_NONLINEAR': 1}
[249] order5big_1991: LINEAR (0.0s)  running={'LINEAR': 151, 'SOLVED_FMB': 10, 'THEOREM': 87, 'HARD_NONLINEAR': 1}
[250] order5big_1999: THEOREM (60.4s)  running={'LINEAR': 151, 'SOLVED_FMB': 10, 'THEOREM': 88, 'HARD_NONLINEAR': 1}
[251] order5big_2007: LINEAR (0.0s)  running={'LINEAR': 152, 'SOLVED_FMB': 10, 'THEOREM': 88, 'HARD_NONLINEAR': 1}
[252] order5big_2015: LINEAR (0.0s)  running={'LINEAR': 153, 'SOLVED_FMB': 10, 'THEOREM': 88, 'HARD_NONLINEAR': 1}
[253] order5big_2023: LINEAR (0.0s)  running={'LINEAR': 154, 'SOLVED_FMB': 10, 'THEOREM': 88, 'HARD_NONLINEAR': 1}
[254] order5big_2031: LINEAR (0.0s)  running={'LINEAR': 155, 'SOLVED_FMB': 10, 'THEOREM': 88, 'HARD_NONLINEAR': 1}
[255] order5big_2039: THEOREM (61.6s)  running={'LINEAR': 155, 'SOLVED_FMB': 10, 'THEOREM': 89, 'HARD_NONLINEAR': 1}
[256] order5big_2047: SOLVED_FMB (0.6s)  running={'LINEAR': 155, 'SOLVED_FMB': 11, 'THEOREM': 89, 'HARD_NONLINEAR': 1}
[257] order5big_2055: LINEAR (0.0s)  running={'LINEAR': 156, 'SOLVED_FMB': 11, 'THEOREM': 89, 'HARD_NONLINEAR': 1}
[258] order5big_2063: LINEAR (0.0s)  running={'LINEAR': 157, 'SOLVED_FMB': 11, 'THEOREM': 89, 'HARD_NONLINEAR': 1}
[259] order5big_2071: THEOREM (60.2s)  running={'LINEAR': 157, 'SOLVED_FMB': 11, 'THEOREM': 90, 'HARD_NONLINEAR': 1}
[260] order5big_2079: THEOREM (60.2s)  running={'LINEAR': 157, 'SOLVED_FMB': 11, 'THEOREM': 91, 'HARD_NONLINEAR': 1}
[261] order5big_2087: THEOREM (60.2s)  running={'LINEAR': 157, 'SOLVED_FMB': 11, 'THEOREM': 92, 'HARD_NONLINEAR': 1}
[262] order5big_2095: THEOREM (221.6s)  running={'LINEAR': 157, 'SOLVED_FMB': 11, 'THEOREM': 93, 'HARD_NONLINEAR': 1}
[263] order5big_2103: LINEAR (0.0s)  running={'LINEAR': 158, 'SOLVED_FMB': 11, 'THEOREM': 93, 'HARD_NONLINEAR': 1}
[264] order5big_2111: LINEAR (0.0s)  running={'LINEAR': 159, 'SOLVED_FMB': 11, 'THEOREM': 93, 'HARD_NONLINEAR': 1}
[265] order5big_2119: LINEAR (0.0s)  running={'LINEAR': 160, 'SOLVED_FMB': 11, 'THEOREM': 93, 'HARD_NONLINEAR': 1}
[266] order5big_2127: LINEAR (0.0s)  running={'LINEAR': 161, 'SOLVED_FMB': 11, 'THEOREM': 93, 'HARD_NONLINEAR': 1}
[267] order5big_2135: THEOREM (60.2s)  running={'LINEAR': 161, 'SOLVED_FMB': 11, 'THEOREM': 94, 'HARD_NONLINEAR': 1}
[268] order5big_2143: LINEAR (0.0s)  running={'LINEAR': 162, 'SOLVED_FMB': 11, 'THEOREM': 94, 'HARD_NONLINEAR': 1}
[269] order5big_2151: LINEAR (0.0s)  running={'LINEAR': 163, 'SOLVED_FMB': 11, 'THEOREM': 94, 'HARD_NONLINEAR': 1}
[270] order5big_2159: LINEAR (0.0s)  running={'LINEAR': 164, 'SOLVED_FMB': 11, 'THEOREM': 94, 'HARD_NONLINEAR': 1}
[271] order5big_2167: THEOREM (60.2s)  running={'LINEAR': 164, 'SOLVED_FMB': 11, 'THEOREM': 95, 'HARD_NONLINEAR': 1}
[272] order5big_2175: THEOREM (60.2s)  running={'LINEAR': 164, 'SOLVED_FMB': 11, 'THEOREM': 96, 'HARD_NONLINEAR': 1}
[273] order5big_2183: LINEAR (0.0s)  running={'LINEAR': 165, 'SOLVED_FMB': 11, 'THEOREM': 96, 'HARD_NONLINEAR': 1}
[274] order5big_2191: THEOREM (60.4s)  running={'LINEAR': 165, 'SOLVED_FMB': 11, 'THEOREM': 97, 'HARD_NONLINEAR': 1}
[275] order5big_2199: THEOREM (60.2s)  running={'LINEAR': 165, 'SOLVED_FMB': 11, 'THEOREM': 98, 'HARD_NONLINEAR': 1}
[276] order5big_2207: LINEAR (0.0s)  running={'LINEAR': 166, 'SOLVED_FMB': 11, 'THEOREM': 98, 'HARD_NONLINEAR': 1}
[277] order5big_2215: THEOREM (60.6s)  running={'LINEAR': 166, 'SOLVED_FMB': 11, 'THEOREM': 99, 'HARD_NONLINEAR': 1}
[278] order5big_2223: LINEAR (0.0s)  running={'LINEAR': 167, 'SOLVED_FMB': 11, 'THEOREM': 99, 'HARD_NONLINEAR': 1}
[279] order5big_2231: LINEAR (0.0s)  running={'LINEAR': 168, 'SOLVED_FMB': 11, 'THEOREM': 99, 'HARD_NONLINEAR': 1}
[280] order5big_2239: LINEAR (0.0s)  running={'LINEAR': 169, 'SOLVED_FMB': 11, 'THEOREM': 99, 'HARD_NONLINEAR': 1}
[281] order5big_2247: LINEAR (0.0s)  running={'LINEAR': 170, 'SOLVED_FMB': 11, 'THEOREM': 99, 'HARD_NONLINEAR': 1}
[282] order5big_2255: THEOREM (60.2s)  running={'LINEAR': 170, 'SOLVED_FMB': 11, 'THEOREM': 100, 'HARD_NONLINEAR': 1}
[283] order5big_2263: THEOREM (72.5s)  running={'LINEAR': 170, 'SOLVED_FMB': 11, 'THEOREM': 101, 'HARD_NONLINEAR': 1}
[284] order5big_2271: THEOREM (60.3s)  running={'LINEAR': 170, 'SOLVED_FMB': 11, 'THEOREM': 102, 'HARD_NONLINEAR': 1}
[285] order5big_2279: THEOREM (61.0s)  running={'LINEAR': 170, 'SOLVED_FMB': 11, 'THEOREM': 103, 'HARD_NONLINEAR': 1}
[286] order5big_2287: LINEAR (0.0s)  running={'LINEAR': 171, 'SOLVED_FMB': 11, 'THEOREM': 103, 'HARD_NONLINEAR': 1}
[287] order5big_2295: LINEAR (0.0s)  running={'LINEAR': 172, 'SOLVED_FMB': 11, 'THEOREM': 103, 'HARD_NONLINEAR': 1}
[288] order5big_2303: THEOREM (60.2s)  running={'LINEAR': 172, 'SOLVED_FMB': 11, 'THEOREM': 104, 'HARD_NONLINEAR': 1}
[289] order5big_2311: LINEAR (0.0s)  running={'LINEAR': 173, 'SOLVED_FMB': 11, 'THEOREM': 104, 'HARD_NONLINEAR': 1}
[290] order5big_2319: THEOREM (61.8s)  running={'LINEAR': 173, 'SOLVED_FMB': 11, 'THEOREM': 105, 'HARD_NONLINEAR': 1}
[291] order5big_2327: LINEAR (0.0s)  running={'LINEAR': 174, 'SOLVED_FMB': 11, 'THEOREM': 105, 'HARD_NONLINEAR': 1}
[292] order5big_2335: LINEAR (0.0s)  running={'LINEAR': 175, 'SOLVED_FMB': 11, 'THEOREM': 105, 'HARD_NONLINEAR': 1}
[293] order5big_2343: LINEAR (0.0s)  running={'LINEAR': 176, 'SOLVED_FMB': 11, 'THEOREM': 105, 'HARD_NONLINEAR': 1}
[294] order5big_2351: LINEAR (0.0s)  running={'LINEAR': 177, 'SOLVED_FMB': 11, 'THEOREM': 105, 'HARD_NONLINEAR': 1}
[295] order5big_2359: THEOREM (60.2s)  running={'LINEAR': 177, 'SOLVED_FMB': 11, 'THEOREM': 106, 'HARD_NONLINEAR': 1}
[296] order5big_2367: THEOREM (60.4s)  running={'LINEAR': 177, 'SOLVED_FMB': 11, 'THEOREM': 107, 'HARD_NONLINEAR': 1}
[297] order5big_2375: THEOREM (60.2s)  running={'LINEAR': 177, 'SOLVED_FMB': 11, 'THEOREM': 108, 'HARD_NONLINEAR': 1}
[298] order5big_2383: LINEAR (0.0s)  running={'LINEAR': 178, 'SOLVED_FMB': 11, 'THEOREM': 108, 'HARD_NONLINEAR': 1}
[299] order5big_2391: THEOREM (60.2s)  running={'LINEAR': 178, 'SOLVED_FMB': 11, 'THEOREM': 109, 'HARD_NONLINEAR': 1}
[300] order5big_2399: LINEAR (0.0s)  running={'LINEAR': 179, 'SOLVED_FMB': 11, 'THEOREM': 109, 'HARD_NONLINEAR': 1}
[301] order5big_2407: THEOREM (60.2s)  running={'LINEAR': 179, 'SOLVED_FMB': 11, 'THEOREM': 110, 'HARD_NONLINEAR': 1}
[302] order5big_2415: LINEAR (0.0s)  running={'LINEAR': 180, 'SOLVED_FMB': 11, 'THEOREM': 110, 'HARD_NONLINEAR': 1}
[303] order5big_2423: LINEAR (0.0s)  running={'LINEAR': 181, 'SOLVED_FMB': 11, 'THEOREM': 110, 'HARD_NONLINEAR': 1}
[304] order5big_2431: THEOREM (60.2s)  running={'LINEAR': 181, 'SOLVED_FMB': 11, 'THEOREM': 111, 'HARD_NONLINEAR': 1}
[305] order5big_2439: LINEAR (0.0s)  running={'LINEAR': 182, 'SOLVED_FMB': 11, 'THEOREM': 111, 'HARD_NONLINEAR': 1}
[306] order5big_2447: LINEAR (0.0s)  running={'LINEAR': 183, 'SOLVED_FMB': 11, 'THEOREM': 111, 'HARD_NONLINEAR': 1}
[307] order5big_2455: THEOREM (60.4s)  running={'LINEAR': 183, 'SOLVED_FMB': 11, 'THEOREM': 112, 'HARD_NONLINEAR': 1}
[308] order5big_2463: THEOREM (60.2s)  running={'LINEAR': 183, 'SOLVED_FMB': 11, 'THEOREM': 113, 'HARD_NONLINEAR': 1}
[309] order5big_2471: LINEAR (0.0s)  running={'LINEAR': 184, 'SOLVED_FMB': 11, 'THEOREM': 113, 'HARD_NONLINEAR': 1}
[310] order5big_2479: LINEAR (0.0s)  running={'LINEAR': 185, 'SOLVED_FMB': 11, 'THEOREM': 113, 'HARD_NONLINEAR': 1}
[311] order5big_2487: LINEAR (0.0s)  running={'LINEAR': 186, 'SOLVED_FMB': 11, 'THEOREM': 113, 'HARD_NONLINEAR': 1}
[312] order5big_2495: THEOREM (60.2s)  running={'LINEAR': 186, 'SOLVED_FMB': 11, 'THEOREM': 114, 'HARD_NONLINEAR': 1}
[313] order5big_2503: LINEAR (0.0s)  running={'LINEAR': 187, 'SOLVED_FMB': 11, 'THEOREM': 114, 'HARD_NONLINEAR': 1}
[314] order5big_2511: THEOREM (60.2s)  running={'LINEAR': 187, 'SOLVED_FMB': 11, 'THEOREM': 115, 'HARD_NONLINEAR': 1}
[315] order5big_2519: LINEAR (0.0s)  running={'LINEAR': 188, 'SOLVED_FMB': 11, 'THEOREM': 115, 'HARD_NONLINEAR': 1}
[316] order5big_2527: LINEAR (0.0s)  running={'LINEAR': 189, 'SOLVED_FMB': 11, 'THEOREM': 115, 'HARD_NONLINEAR': 1}
[317] order5big_2535: LINEAR (0.0s)  running={'LINEAR': 190, 'SOLVED_FMB': 11, 'THEOREM': 115, 'HARD_NONLINEAR': 1}
[318] order5big_2543: THEOREM (60.2s)  running={'LINEAR': 190, 'SOLVED_FMB': 11, 'THEOREM': 116, 'HARD_NONLINEAR': 1}
[319] order5big_2551: LINEAR (0.0s)  running={'LINEAR': 191, 'SOLVED_FMB': 11, 'THEOREM': 116, 'HARD_NONLINEAR': 1}
[320] order5big_2559: THEOREM (60.2s)  running={'LINEAR': 191, 'SOLVED_FMB': 11, 'THEOREM': 117, 'HARD_NONLINEAR': 1}
[321] order5big_2567: LINEAR (0.0s)  running={'LINEAR': 192, 'SOLVED_FMB': 11, 'THEOREM': 117, 'HARD_NONLINEAR': 1}
[322] order5big_2575: THEOREM (60.8s)  running={'LINEAR': 192, 'SOLVED_FMB': 11, 'THEOREM': 118, 'HARD_NONLINEAR': 1}
[323] order5big_2583: LINEAR (0.0s)  running={'LINEAR': 193, 'SOLVED_FMB': 11, 'THEOREM': 118, 'HARD_NONLINEAR': 1}
[324] order5big_2591: THEOREM (60.3s)  running={'LINEAR': 193, 'SOLVED_FMB': 11, 'THEOREM': 119, 'HARD_NONLINEAR': 1}
[325] order5big_2599: THEOREM (60.2s)  running={'LINEAR': 193, 'SOLVED_FMB': 11, 'THEOREM': 120, 'HARD_NONLINEAR': 1}
[326] order5big_2607: LINEAR (0.0s)  running={'LINEAR': 194, 'SOLVED_FMB': 11, 'THEOREM': 120, 'HARD_NONLINEAR': 1}
[327] order5big_2615: THEOREM (0.4s)  running={'LINEAR': 194, 'SOLVED_FMB': 11, 'THEOREM': 121, 'HARD_NONLINEAR': 1}
[328] order5big_2623: THEOREM (60.2s)  running={'LINEAR': 194, 'SOLVED_FMB': 11, 'THEOREM': 122, 'HARD_NONLINEAR': 1}
[329] order5big_2631: LINEAR (0.0s)  running={'LINEAR': 195, 'SOLVED_FMB': 11, 'THEOREM': 122, 'HARD_NONLINEAR': 1}
[330] order5big_2639: LINEAR (0.0s)  running={'LINEAR': 196, 'SOLVED_FMB': 11, 'THEOREM': 122, 'HARD_NONLINEAR': 1}
[331] order5big_2647: THEOREM (60.5s)  running={'LINEAR': 196, 'SOLVED_FMB': 11, 'THEOREM': 123, 'HARD_NONLINEAR': 1}
[332] order5big_2655: LINEAR (0.0s)  running={'LINEAR': 197, 'SOLVED_FMB': 11, 'THEOREM': 123, 'HARD_NONLINEAR': 1}
[333] order5big_2663: LINEAR (0.0s)  running={'LINEAR': 198, 'SOLVED_FMB': 11, 'THEOREM': 123, 'HARD_NONLINEAR': 1}
[334] order5big_2671: LINEAR (0.0s)  running={'LINEAR': 199, 'SOLVED_FMB': 11, 'THEOREM': 123, 'HARD_NONLINEAR': 1}
[335] order5big_2679: LINEAR (0.0s)  running={'LINEAR': 200, 'SOLVED_FMB': 11, 'THEOREM': 123, 'HARD_NONLINEAR': 1}
[336] order5big_2687: THEOREM (60.2s)  running={'LINEAR': 200, 'SOLVED_FMB': 11, 'THEOREM': 124, 'HARD_NONLINEAR': 1}
[337] order5big_2695: THEOREM (60.2s)  running={'LINEAR': 200, 'SOLVED_FMB': 11, 'THEOREM': 125, 'HARD_NONLINEAR': 1}
[338] order5big_2703: THEOREM (60.2s)  running={'LINEAR': 200, 'SOLVED_FMB': 11, 'THEOREM': 126, 'HARD_NONLINEAR': 1}
[339] order5big_2711: SOLVED_FMB (0.2s)  running={'LINEAR': 200, 'SOLVED_FMB': 12, 'THEOREM': 126, 'HARD_NONLINEAR': 1}
[340] order5big_2719: THEOREM (60.8s)  running={'LINEAR': 200, 'SOLVED_FMB': 12, 'THEOREM': 127, 'HARD_NONLINEAR': 1}
[341] order5big_2727: THEOREM (60.5s)  running={'LINEAR': 200, 'SOLVED_FMB': 12, 'THEOREM': 128, 'HARD_NONLINEAR': 1}
[342] order5big_2735: LINEAR (0.0s)  running={'LINEAR': 201, 'SOLVED_FMB': 12, 'THEOREM': 128, 'HARD_NONLINEAR': 1}
[343] order5big_2743: LINEAR (0.0s)  running={'LINEAR': 202, 'SOLVED_FMB': 12, 'THEOREM': 128, 'HARD_NONLINEAR': 1}
[344] order5big_2751: THEOREM (60.2s)  running={'LINEAR': 202, 'SOLVED_FMB': 12, 'THEOREM': 129, 'HARD_NONLINEAR': 1}
[345] order5big_2759: LINEAR (0.0s)  running={'LINEAR': 203, 'SOLVED_FMB': 12, 'THEOREM': 129, 'HARD_NONLINEAR': 1}
[346] order5big_2767: THEOREM (60.6s)  running={'LINEAR': 203, 'SOLVED_FMB': 12, 'THEOREM': 130, 'HARD_NONLINEAR': 1}
[347] order5big_2775: LINEAR (0.0s)  running={'LINEAR': 204, 'SOLVED_FMB': 12, 'THEOREM': 130, 'HARD_NONLINEAR': 1}
[348] order5big_2783: THEOREM (60.5s)  running={'LINEAR': 204, 'SOLVED_FMB': 12, 'THEOREM': 131, 'HARD_NONLINEAR': 1}
[349] order5big_2791: LINEAR (0.0s)  running={'LINEAR': 205, 'SOLVED_FMB': 12, 'THEOREM': 131, 'HARD_NONLINEAR': 1}
[350] order5big_2799: LINEAR (0.0s)  running={'LINEAR': 206, 'SOLVED_FMB': 12, 'THEOREM': 131, 'HARD_NONLINEAR': 1}
[351] order5big_2807: LINEAR (0.0s)  running={'LINEAR': 207, 'SOLVED_FMB': 12, 'THEOREM': 131, 'HARD_NONLINEAR': 1}
[352] order5big_2815: THEOREM (60.2s)  running={'LINEAR': 207, 'SOLVED_FMB': 12, 'THEOREM': 132, 'HARD_NONLINEAR': 1}
[353] order5big_2823: LINEAR (0.0s)  running={'LINEAR': 208, 'SOLVED_FMB': 12, 'THEOREM': 132, 'HARD_NONLINEAR': 1}
[354] order5big_2831: LINEAR (0.0s)  running={'LINEAR': 209, 'SOLVED_FMB': 12, 'THEOREM': 132, 'HARD_NONLINEAR': 1}
[355] order5big_2839: THEOREM (60.2s)  running={'LINEAR': 209, 'SOLVED_FMB': 12, 'THEOREM': 133, 'HARD_NONLINEAR': 1}
[356] order5big_2847: THEOREM (60.3s)  running={'LINEAR': 209, 'SOLVED_FMB': 12, 'THEOREM': 134, 'HARD_NONLINEAR': 1}
[357] order5big_2855: LINEAR (0.0s)  running={'LINEAR': 210, 'SOLVED_FMB': 12, 'THEOREM': 134, 'HARD_NONLINEAR': 1}
[358] order5big_2863: LINEAR (0.0s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 134, 'HARD_NONLINEAR': 1}
[359] order5big_2871: THEOREM (60.3s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 135, 'HARD_NONLINEAR': 1}
[360] order5big_2879: THEOREM (60.2s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 136, 'HARD_NONLINEAR': 1}
[361] order5big_2887: THEOREM (60.3s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 137, 'HARD_NONLINEAR': 1}
[362] order5big_2895: THEOREM (60.7s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 138, 'HARD_NONLINEAR': 1}
[363] order5big_2903: THEOREM (60.1s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 139, 'HARD_NONLINEAR': 1}
[364] order5big_2911: THEOREM (60.2s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 140, 'HARD_NONLINEAR': 1}
[365] order5big_2919: THEOREM (60.2s)  running={'LINEAR': 211, 'SOLVED_FMB': 12, 'THEOREM': 141, 'HARD_NONLINEAR': 1}
[366] order5big_2927: LINEAR (0.0s)  running={'LINEAR': 212, 'SOLVED_FMB': 12, 'THEOREM': 141, 'HARD_NONLINEAR': 1}
[367] order5big_2935: LINEAR (0.0s)  running={'LINEAR': 213, 'SOLVED_FMB': 12, 'THEOREM': 141, 'HARD_NONLINEAR': 1}
[368] order5big_2943: LINEAR (0.0s)  running={'LINEAR': 214, 'SOLVED_FMB': 12, 'THEOREM': 141, 'HARD_NONLINEAR': 1}
[369] order5big_2951: THEOREM (60.3s)  running={'LINEAR': 214, 'SOLVED_FMB': 12, 'THEOREM': 142, 'HARD_NONLINEAR': 1}
[370] order5big_2959: THEOREM (60.5s)  running={'LINEAR': 214, 'SOLVED_FMB': 12, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[371] order5big_2967: LINEAR (0.0s)  running={'LINEAR': 215, 'SOLVED_FMB': 12, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[372] order5big_2975: LINEAR (0.0s)  running={'LINEAR': 216, 'SOLVED_FMB': 12, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[373] order5big_2983: LINEAR (0.0s)  running={'LINEAR': 217, 'SOLVED_FMB': 12, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[374] order5big_2991: LINEAR (0.0s)  running={'LINEAR': 218, 'SOLVED_FMB': 12, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[375] order5big_2999: SOLVED_FMB (3.5s)  running={'LINEAR': 218, 'SOLVED_FMB': 13, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[376] order5big_3007: LINEAR (0.0s)  running={'LINEAR': 219, 'SOLVED_FMB': 13, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[377] order5big_3015: LINEAR (0.0s)  running={'LINEAR': 220, 'SOLVED_FMB': 13, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[378] order5big_3023: LINEAR (0.0s)  running={'LINEAR': 221, 'SOLVED_FMB': 13, 'THEOREM': 143, 'HARD_NONLINEAR': 1}
[379] order5big_3031: THEOREM (60.6s)  running={'LINEAR': 221, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[380] order5big_3039: LINEAR (0.0s)  running={'LINEAR': 222, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[381] order5big_3047: LINEAR (0.0s)  running={'LINEAR': 223, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[382] order5big_3055: LINEAR (0.0s)  running={'LINEAR': 224, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[383] order5big_3063: LINEAR (0.0s)  running={'LINEAR': 225, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[384] order5big_3071: LINEAR (0.0s)  running={'LINEAR': 226, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[385] order5big_3079: LINEAR (0.0s)  running={'LINEAR': 227, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
[386] order5big_3087: LINEAR (0.0s)  running={'LINEAR': 228, 'SOLVED_FMB': 13, 'THEOREM': 144, 'HARD_NONLINEAR': 1}
